Strain	Original_name	Group	Version	Status	Genome number	ShortTaxName	Locus tag	File name	Locus tag (Strain)	File name (Strain)	Locus tag (Strain no underscore)	Taxonomy_rp15	Taxonomy_GtoTree	Accession	Alternative Names	arCOG Taxonomy	CheckM Completeness v1,2,1	CheckM Contamination v1,2,1	Genome_quality	Genome_quality_score	GTDB-Tk v1.5.1 Classsification	GTDB-Tk v1.3.0 Classification		OriginLab	Date_added	Complete_genome	Notes
OWC5	OWC5	00_published	v02	ADDED in v02	00853	Thor	Thor_00853	Thor_00853_GCA_003345555	Thor_OWC5	Thor_OWC5_p	Thor__OWC5_	Thor	Thor	GCA_003345555_1_ASM334555v1			87,85	3,74	medium_quality	69,15				published	2022/07/06		
MAG_9	MAG_9	00_published	v02	ADDED in v02	00854	Thor	Thor_00854	Thor_00854_GCA_019057475	Thor_MAG_9	Thor_MAG_9_p	Thor__MAG_9_	Thor	Thor	GCA_019057475_1_ASM1905747v1			92,99	4,21	high_quality	71,94				published	2022/07/06		
E44_bin77	E44_bin77	00_published	v02	ADDED in v02	00855	Thor	Thor_00855	Thor_00855_GCA_004376265	Thor_E44_bin77	Thor_E44_bin77_p	Thor__E44_bin77_	Thor	Thor	GCA_004376265_1_ASM437626v1			90,65	7,48	medium_quality	53,25				published	2022/07/06		
MAG_274	MAG_274	00_published	v02	ADDED in v02	00856	Thor	Thor_00856	Thor_00856_GCA_019057595	Thor_MAG_274	Thor_MAG_274_p	Thor__MAG_274_	Thor	Thor	GCA_019057595_1_ASM1905759v1			74,46	1,87	medium_quality	65,11				published	2022/07/06		
YT_061	YT_061	000_published_poor-qual	v01	ADDED in v01	00857	Thor	Thor_00857	Thor_00857_GCA_016840175	Thor_YT_061	Thor_YT_061_p	Thor__YT_061_	Thor	Thor	GCA_016840175_1_ASM1684017v1			83,42	23,68	low_quality	-34,98				published	2022/07/06		
bin66	bin66	00_published	v02	ADDED in v02	00858	Thor	Thor_00858	Thor_00858_GCA_019894665	Thor_bin66	Thor_bin66_p	Thor__bin66_	Thor	Thor	GCA_019894665_1_ASM1989466v1			88,32	4,74	medium_quality	64,62				published	2022/07/06		
SMTZ1-45	SMTZ1-45	00_published	v02	ADDED in v02	00859	Thor	Thor_00859	Thor_00859_GCA_001563335	Thor_SMTZ1-45	Thor_SMTZ1-45_p	Thor__SMTZ1-45_	Thor	Thor	GCA_001563335_1_ASM156333v1			87,69	5,14	medium_quality	61,99				published	2022/07/06		
OWC2	OWC2	00_published	v02	ADDED in v02	00860	Thor	Thor_00860	Thor_00860_GCA_003345545	Thor_OWC2	Thor_OWC2_p	Thor__OWC2_	Thor	Thor	GCA_003345545_1_ASM334554v1			86,45	3,74	medium_quality	67,75				published	2022/07/06		
SMTZ1-83	SMTZ1-83	00_published	v02	ADDED in v02	00861	Thor	Thor_00861	Thor_00861_GCA_001563325	Thor_SMTZ1-83	Thor_SMTZ1-83_p	Thor__SMTZ1-83_	Thor	Thor	GCA_001563325_1_ASM156332v1			90,19	6,54	medium_quality	57,49				published	2022/07/06		
GB136	GB136	00_published	v03	ADDED in v03	00862	HeNj	HeNj_00862	HeNj_00862_LMSG_G0000006	HeNj_GB136	HeNj_GB136_p	HeNj__GB136_		HeNjord	LMSG_G000000610.1			75,95	1,25	medium_quality	69,7				published	2022/10/06		
GB154	GB154	00_published	v03	ADDED in v03	00863	HeNj	HeNj_00863	HeNj_00863_LMSG_G0000006	HeNj_GB154	HeNj_GB154_p	HeNj__GB154_		HeNjord	LMSG_G000000611.1			87,38	4,67	medium_quality	64,03				published	2022/10/06		
WOR431	WOR431	00_published	v03	ADDED in v03	00864	Wuko	Wuko_00864	Wuko_00864_LMSG_G0000006	Wuko_WOR431	Wuko_WOR431_p	Wuko__WOR431_		Wukong	LMSG_G000000612.1			91,59	2,95	high_quality	76,84				published	2022/10/06		
WOR133	WOR133	00_published	v03	ADDED in v03	00865	Wuko	Wuko_00865	Wuko_00865_LMSG_G0000006	Wuko_WOR133	Wuko_WOR133_p	Wuko__WOR133_		Wukong	LMSG_G000000613.1			82,48	6,54	medium_quality	49,78				published	2022/10/06		
SQRJ79	SQRJ79	00_published	v03	ADDED in v03	00866	Loki	Loki_00866	Loki_00866_LMSG_G0000006	Loki_SQRJ79	Loki_SQRJ79_p	Loki__SQRJ79_		Loki	LMSG_G000000614.1			91,59	2,8	high_quality	77,59				published	2022/10/06		
SQRJ234	SQRJ234	00_published	v03	ADDED in v03	00867	Loki	Loki_00867	Loki_00867_LMSG_G0000006	Loki_SQRJ234	Loki_SQRJ234_p	Loki__SQRJ234_		Loki	LMSG_G000000615.1			91,59	4,67	high_quality	68,24				published	2022/10/06		
SQRJ88	SQRJ88	00_published	v03	ADDED in v03	00868	Loki	Loki_00868	Loki_00868_LMSG_G0000006	Loki_SQRJ88	Loki_SQRJ88_p	Loki__SQRJ88_		Loki	LMSG_G000000616.1			93,46	4,67	high_quality	70,11				published	2022/10/06		
LGG330	LGG330	00_published	v03	ADDED in v03	00869	Herm	Herm_00869	Herm_00869_LMSG_G0000006	Herm_LGG330	Herm_LGG330_p	Herm__LGG330_		Hermod	LMSG_G000000617.1			90,12	4,21	high_quality	69,07				published	2022/10/06		
LGG242	LGG242	00_published	v03	ADDED in v03	00870	Herm	Herm_00870	Herm_00870_LMSG_G0000006	Herm_LGG242	Herm_LGG242_p	Herm__LGG242_		Hermod	LMSG_G000000618.1			52,38	3,35	medium_quality	35,63				published	2022/10/06		
GB236	GB236	00_published	v03	ADDED in v03	00871	Bald	Bald_00871	Bald_00871_LMSG_G0000006	Bald_GB236	Bald_GB236_p	Bald__GB236_		Baldr	LMSG_G000000622.1			91,59	6,54	medium_quality	58,89				published	2022/10/06		
GB128	GB128	00_published	v03	ADDED in v03	00872	Jord	Jord_00872	Jord_00872_LMSG_G0000006	Jord_GB128	Jord_GB128_p	Jord__GB128_		Jord	LMSG_G000000625.1			97,2	4,21	high_quality	76,15				published	2022/10/06		
SQRJ82	SQRJ82	00_published	v03	ADDED in v03	00873	Jord	Jord_00873	Jord_00873_LMSG_G0000006	Jord_SQRJ82	Jord_SQRJ82_p	Jord__SQRJ82_		Jord	LMSG_G000000626.1			87,69	1,87	medium_quality	78,34				published	2022/10/06		
SQRJ26	SQRJ26	00_published	v03	ADDED in v03	00874	Jord	Jord_00874	Jord_00874_LMSG_G0000006	Jord_SQRJ26	Jord_SQRJ26_p	Jord__SQRJ26_		Jord	LMSG_G000000627.1			86,76	4,28	medium_quality	65,36				published	2022/10/06		
SQRJ179	SQRJ179	00_published	v03	ADDED in v03	00875	Loki	Loki_00875	Loki_00875_LMSG_G0000006	Loki_SQRJ179	Loki_SQRJ179_p	Loki__SQRJ179_		Loki	LMSG_G000000628.1			92,52	3,74	high_quality	73,82				published	2022/10/06		
GC14_75	GC14_75	000_published_poor-qual	v01	ADDED in v01	00876	Loki	Loki_00876	Loki_00876_GCA_000986845	Loki_GC14_75	Loki_GC14_75_p	Loki__GC14_75_		Loki	GCA_000986845.1_ASM98684v1			90,29	45,15	low_quality	-135,46				published	2022/10/06		
SMTZ-45	SMTZ-45	00_published	v03	ADDED in v03	00877	Thor	Thor_00877	Thor_00877_GCA_001563465	Thor_SMTZ-45	Thor_SMTZ-45_p	Thor__SMTZ-45_		Thor	GCA_001563465.1_ASM156346v1			70,78	4,67	medium_quality	47,43				published	2022/10/06		
TEKIR_18	TEKIR_18	000_published_poor-qual	v01	ADDED in v01	00878	Loki	Loki_00878	Loki_00878_GCA_004524645	Loki_TEKIR_18	Loki_TEKIR_18_p	Loki__TEKIR_18_		Loki	GCA_004524645.1_ASM452464v1			44,5	0,47	low_quality	42,15				published	2022/10/06		
WBC_6_4_175	WBC_6_4_175	000_published_poor-qual	v02	ADDED in v01	00879	HeKa	HeKa_00879	HeKa_00879_GCA_010028545	HeKa_WBC_6_4_175	HeKa_WBC_6_4_175_p	HeKa__WBC_6_4_175_		HeKari	GCA_010028545.1_ASM1002854v1			76,87	10,71	low_quality	23,32				published	2022/10/06		
SpSt-617	SpSt-617	00_published	v03	ADDED in v03	00880	Jord	Jord_00880	Jord_00880_GCA_011364505	Jord_SpSt-617	Jord_SpSt-617_p	Jord__SpSt-617_		Jord	GCA_011364505.1_ASM1136450v1			71,9	1,87	medium_quality	62,55				published	2022/10/06		
MP_5_1	MP_5_1	000_published_poor-qual	v01	ADDED in v01	00881	HeGe	HeGe_00881	HeGe_00881_GCA_011366235	HeGe_MP_5_1	HeGe_MP_5_1_p	HeGe__MP_5_1_		HeGerd	GCA_011366235.1_ASM1136623v1			90,65	18,69	low_quality	-2,8				published	2022/10/06		
KS3-K024	KS3-K024	000_published_poor-qual	v01	ADDED in v01	00882	HeNj	HeNj_00882	HeNj_00882_GCA_011774645	HeNj_KS3-K024	HeNj_KS3-K024_p	HeNj__KS3-K024_		HeNjord	GCA_011774645.1_ASM1177464v1			79,44	22,49	low_quality	-33,01				published	2022/10/06		
CS3-K094	CS3-K094	000_published_poor-qual	v01	ADDED in v01	00883	HeNj	HeNj_00883	HeNj_00883_GCA_011775775	HeNj_CS3-K094	HeNj_CS3-K094_p	HeNj__CS3-K094_		HeNjord	GCA_011775775.1_ASM1177577v1			76,79	25,64	low_quality	-51,41				published	2022/10/06		
CR1378_bin_6	CR1378_bin_6	00_published	v03	ADDED in v03	00884	Loki	Loki_00884	Loki_00884_GCA_019056755	Loki_CR1378_bin_6	Loki_CR1378_bin_6_p	Loki__CR1378_bin_6_		Loki	GCA_019056755.1_ASM1905675v1			73,52	2,72	medium_quality	59,92				published	2022/10/06		
MAG_147	MAG_147	00_published	v03	ADDED in v03	00885	HeGe	HeGe_00885	HeGe_00885_GCA_019056785	HeGe_MAG_147	HeGe_MAG_147_p	HeGe__MAG_147_		HeGerd	GCA_019056785.1_ASM1905678v1			86,45	7,01	medium_quality	51,4				published	2022/10/06		
MAG_25	MAG_25	00_published	v03	ADDED in v03	00886	HeHe	HeHe_00886	HeHe_00886_GCA_019056895	HeHe_MAG_25	HeHe_MAG_25_p	HeHe__MAG_25_		HeHeimdall	GCA_019056895.1_ASM1905689v1			91,59	4,05	high_quality	71,34				published	2022/10/06		
MAG_17	MAG_17	00_published	v03	ADDED in v03	00887	Loki	Loki_00887	Loki_00887_GCA_019057575	Loki_MAG_17	Loki_MAG_17_p	Loki__MAG_17_		Loki	GCA_019057575.1_ASM1905757v1			90,81	4,21	high_quality	69,76				published	2022/10/06		
C1.bin.3	C1.bin.3	00_published	v03	ADDED in v03	00888	HeHe	HeHe_00888	HeHe_00888_GCA_022096825	HeHe_C1_bin_3	HeHe_C1_bin_3_p	HeHe__C1bin3_		HeHeimdall	GCA_022096825.1_ASM2209682v1			82,67	2,34	medium_quality	70,97				published	2022/10/06		
C1.bin.2	C1.bin.2	00_published	v03	ADDED in v03	00889	HeHe	HeHe_00889	HeHe_00889_GCA_022096855	HeHe_C1_bin_2	HeHe_C1_bin_2_p	HeHe__C1bin2_		HeHeimdall	GCA_022096855.1_ASM2209685v1			92,52	1,4	high_quality	85,52				published	2022/10/06		
C1.bin.6	C1.bin.6	00_published	v03	ADDED in v03	00890	HeHe	HeHe_00890	HeHe_00890_GCA_022096875	HeHe_C1_bin_6	HeHe_C1_bin_6_p	HeHe__C1bin6_		HeHeimdall	GCA_022096875.1_ASM2209687v1			85,51	0	medium_quality	85,51				published	2022/10/06		
C1.bin.5	C1.bin.5	00_published	v03	ADDED in v03	00891	HeHe	HeHe_00891	HeHe_00891_GCA_022096895	HeHe_C1_bin_5	HeHe_C1_bin_5_p	HeHe__C1bin5_		HeHeimdall	GCA_022096895.1_ASM2209689v1			86,45	0,93	medium_quality	81,8				published	2022/10/06		
C4.bin.3	C4.bin.3	00_published	v03	ADDED in v03	00892	HeHe	HeHe_00892	HeHe_00892_GCA_022096915	HeHe_C4_bin_3	HeHe_C4_bin_3_p	HeHe__C4bin3_		HeHeimdall	GCA_022096915.1_ASM2209691v1			92,52	4,21	high_quality	71,47				published	2022/10/06		
C1.bin.4	C1.bin.4	00_published	v03	ADDED in v03	00893	HeKa	HeKa_00893	HeKa_00893_GCA_022096945	HeKa_C1_bin_4	HeKa_C1_bin_4_p	HeKa__C1bin4_		HeKari	GCA_022096945.1_ASM2209694v1			73,95	1,87	medium_quality	64,6				published	2022/10/06		
C5.bin.3	C5.bin.3	00_published	v03	ADDED in v03	00894	HeGe	HeGe_00894	HeGe_00894_GCA_022096975	HeGe_C5_bin_3	HeGe_C5_bin_3_p	HeGe__C5bin3_		HeGerd	GCA_022096975.1_ASM2209697v1			75,77	3,74	medium_quality	57,07				published	2022/10/06		
B11T1B5	B11T1B5	00_published	v03	ADDED in v03	00895	HeKa	HeKa_00895	HeKa_00895_GCA_022574115	HeKa_B11T1B5	HeKa_B11T1B5_p	HeKa__B11T1B5_		HeKari	GCA_022574115.1_ASM2257411v1			71,3	0,47	medium_quality	68,95				published	2022/10/06		
PFL75	PFL75	00_published	v03	ADDED in v03	00896	Loki	Loki_00896	Loki_00896_GCA_022866525	Loki_PFL75	Loki_PFL75_p	Loki__PFL75_		Loki	GCA_022866525.1_ASM2286652v1			81,15	7,48	medium_quality	43,75				published	2022/10/06		
RS_18_14	RS_18_14	00_published	v03	ADDED in v03	00897	Loki	Loki_00897	Loki_00897_GCA_023128565	Loki_RS_18_14	Loki_RS_18_14_p	Loki__RS_18_14_		Loki	GCA_023128565.1_ASM2312856v1			70,93	0,93	medium_quality	66,28				published	2022/10/06		
RS_18_10	RS_18_10	00_published	v03	ADDED in v03	00898	HeGe	HeGe_00898	HeGe_00898_GCA_023128635	HeGe_RS_18_10	HeGe_RS_18_10_p	HeGe__RS_18_10_		HeGerd	GCA_023128635.1_ASM2312863v1			75,77	3,74	medium_quality	57,07				published	2022/10/06		
RS_16_4	RS_16_4	00_published	v03	ADDED in v03	00899	Loki	Loki_00899	Loki_00899_GCA_023129395	Loki_RS_16_4	Loki_RS_16_4_p	Loki__RS_16_4_		Loki	GCA_023129395.1_ASM2312939v1			68,67	5,14	medium_quality	42,97				published	2022/10/06		
RS_14_2	RS_14_2	000_published_poor-qual	v01	ADDED in v01	00900	Loki	Loki_00900	Loki_00900_GCA_023131085	Loki_RS_14_2	Loki_RS_14_2_p	Loki__RS_14_2_		Loki	GCA_023131085.1_ASM2313108v1			76,64	12,77	low_quality	12,79				published	2022/10/06		
RS_12_51	RS_12_51	00_published	v03	ADDED in v03	00901	HeHe	HeHe_00901	HeHe_00901_GCA_023132955	HeHe_RS_12_51	HeHe_RS_12_51_p	HeHe__RS_12_51_		HeHeimdall	GCA_023132955.1_ASM2313295v1			92,52	4,21	high_quality	71,47				published	2022/10/06		
RS_11_7	RS_11_7	00_published	v03	ADDED in v03	00902	Loki	Loki_00902	Loki_00902_GCA_023133715	Loki_RS_11_7	Loki_RS_11_7_p	Loki__RS_11_7_		Loki	GCA_023133715.1_ASM2313371v1			70,81	0,93	medium_quality	66,16				published	2022/10/06		
RS_11_39	RS_11_39	00_published	v03	ADDED in v03	00903	HeHo	HeHo_00903	HeHo_00903_GCA_023134625	HeHo_RS_11_39	HeHo_RS_11_39_p	HeHo__RS_11_39_		HeHod	GCA_023134625.1_ASM2313462v1			69,47	2,8	medium_quality	55,47				published	2022/10/06		
RS_11_1	RS_11_1	00_published	v03	ADDED in v03	00904	HeHe	HeHe_00904	HeHe_00904_GCA_023135215	HeHe_RS_11_1	HeHe_RS_11_1_p	HeHe__RS_11_1_		HeHeimdall	GCA_023135215.1_ASM2313521v1			92,52	1,4	high_quality	85,52				published	2022/10/06		
RS_9_2	RS_9_2	00_published	v03	ADDED in v03	00905	HeHe	HeHe_00905	HeHe_00905_GCA_023136245	HeHe_RS_9_2	HeHe_RS_9_2_p	HeHe__RS_9_2_		HeHeimdall	GCA_023136245.1_ASM2313624v1			82,67	2,34	medium_quality	70,97				published	2022/10/06		
RS_8_34	RS_8_34	00_published	v03	ADDED in v03	00906	HeGe	HeGe_00906	HeGe_00906_GCA_023137035	HeGe_RS_8_34	HeGe_RS_8_34_p	HeGe__RS_8_34_		HeGerd	GCA_023137035.1_ASM2313703v1			68,62	3,97	medium_quality	48,77				published	2022/10/06		
RS_8_20	RS_8_20	00_published	v03	ADDED in v03	00907	HeKa	HeKa_00907	HeKa_00907_GCA_023137225	HeKa_RS_8_20	HeKa_RS_8_20_p	HeKa__RS_8_20_		HeKari	GCA_023137225.1_ASM2313722v1			73,95	1,87	medium_quality	64,6				published	2022/10/06		
RS_7_21	RS_7_21	00_published	v03	ADDED in v03	00908	HeHe	HeHe_00908	HeHe_00908_GCA_023139025	HeHe_RS_7_21	HeHe_RS_7_21_p	HeHe__RS_7_21_		HeHeimdall	GCA_023139025.1_ASM2313902v1			86,45	0,93	medium_quality	81,8				published	2022/10/06		
RS_7_14	RS_7_14	00_published	v03	ADDED in v03	00909	HeGe	HeGe_00909	HeGe_00909_GCA_023139145	HeGe_RS_7_14	HeGe_RS_7_14_p	HeGe__RS_7_14_		HeGerd	GCA_023139145.1_ASM2313914v1			64,34	5,1	medium_quality	38,84				published	2022/10/06		
RS_7_16	RS_7_16	00_published	v03	ADDED in v03	00910	Thor	Thor_00910	Thor_00910_GCA_023139155	Thor_RS_7_16	Thor_RS_7_16_p	Thor__RS_7_16_		Thor	GCA_023139155.1_ASM2313915v1			72,26	4,21	medium_quality	51,21				published	2022/10/06		
RS_6_47	RS_6_47	00_published	v03	ADDED in v03	00911	HeGe	HeGe_00911	HeGe_00911_GCA_023139415	HeGe_RS_6_47	HeGe_RS_6_47_p	HeGe__RS_6_47_		HeGerd	GCA_023139415.1_ASM2313941v1			68,82	0,93	medium_quality	64,17				published	2022/10/06		
RS_5_8	RS_5_8	00_published	v03	ADDED in v03	00912	Thor	Thor_00912	Thor_00912_GCA_023139815	Thor_RS_5_8	Thor_RS_5_8_p	Thor__RS_5_8_		Thor	GCA_023139815.1_ASM2313981v1			77,17	6,07	medium_quality	46,82				published	2022/10/06		
RS_9_76	RS_9_76	00_published	v03	ADDED in v03	00913	HeHe	HeHe_00913	HeHe_00913_GCA_023270155	HeHe_RS_9_76	HeHe_RS_9_76_p	HeHe__RS_9_76_		HeHeimdall	GCA_023270155.1_ASM2327015v1			85,51	0	medium_quality	85,51				published	2022/10/06		
Gpa_40	Gpa_40	000_published_poor-qual	v01	ADDED in v01	00914	Loki	Loki_00914	Loki_00914_GCA_024230555	Loki_Gpa_40	Loki_Gpa_40_p	Loki__Gpa_40_		Loki	GCA_024230555.1_ASM2423055v1			80,37	15,49	low_quality	2,92				published	2022/10/06		
Dive96_bin4.146	Dive96_bin4.146	00_published	v03	ADDED in v03	00915	Thor	Thor_00915	Thor_00915_GCA_024275415	Thor_Dive96_bin4_146	Thor_Dive96_bin4_146_p	Thor__Dive96_bin4146_		Thor	GCA_024275415.1_ASM2427541v1			94,39	4,98	high_quality	69,49				published	2022/10/06		
Dive96_bin3.136	Dive96_bin3.136	00_published	v03	ADDED in v03	00916	HeHo	HeHo_00916	HeHo_00916_GCA_024276395	HeHo_Dive96_bin3_136	HeHo_Dive96_bin3_136_p	HeHo__Dive96_bin3136_		HeHod	GCA_024276395.1_ASM2427639v1			84,35	1,4	medium_quality	77,35				published	2022/10/06		
Dive96_bin2.176	Dive96_bin2.176	00_published	v03	ADDED in v03	00917	HeKa	HeKa_00917	HeKa_00917_GCA_024276795	HeKa_Dive96_bin2_176	HeKa_Dive96_bin2_176_p	HeKa__Dive96_bin2176_		HeKari	GCA_024276795.1_ASM2427679v1			87,07	2,34	medium_quality	75,37				published	2022/10/06		
Dive96_bin2.169	Dive96_bin2.169	00_published	v03	ADDED in v03	00918	Thor	Thor_00918	Thor_00918_GCA_024276825	Thor_Dive96_bin2_169	Thor_Dive96_bin2_169_p	Thor__Dive96_bin2169_		Thor	GCA_024276825.1_ASM2427682v1			95,79	3,27	high_quality	79,44				published	2022/10/06		
Dive96_bin10.124	Dive96_bin10.124	00_published	v03	ADDED in v03	00919	HeKa	HeKa_00919	HeKa_00919_GCA_024278115	HeKa_Dive96_bin10_124	HeKa_Dive96_bin10_124_p	HeKa__Dive96_bin10124_		HeKari	GCA_024278115.1_ASM2427811v1			81,16	2,88	medium_quality	66,76				published	2022/10/06		
Dive100_bin10.34	Dive100_bin10.34	00_published	v03	ADDED in v03	00920	HeKa	HeKa_00920	HeKa_00920_GCA_024280435	HeKa_Dive100_bin10_34	HeKa_Dive100_bin10_34_p	HeKa__Dive100_bin1034_		HeKari	GCA_024280435.1_ASM2428043v1			93,31	4,28	high_quality	71,91				published	2022/10/06		
Meg22_1012_Bin_233	Meg22_1012_Bin_233	00_published	v03	ADDED in v03	00921	Loki	Loki_00921	Loki_00921_GCA_025435435	Loki_Meg22_1012_Bin_233	Loki_Meg22_1012_Bin_233_p	Loki__Meg22_1012_Bin_233_		Loki	GCA_025435435.1_ASM2543543v1			91,12	3,27	high_quality	74,77				published	2022/10/06		
GLR93	GLR93	00_published	v03	ADDED in v03	00922	Thor	Thor_00922	Thor_00922_GCA_013138615	Thor_GLR93	Thor_GLR93_p	Thor__GLR93_		Thor	GCA_013138615.1_ASM1313861v1			79,71	4,67	medium_quality	56,36				published	2022/10/06		
FT_023	FT_023	000_published_poor-qual	v01	ADDED in v01	00923	Thor	Thor_00923	Thor_00923_GCA_016839485	Thor_FT_023	Thor_FT_023_p	Thor__FT_023_		Thor	GCA_016839485.1_ASM1683948v1			78,97	15,5	low_quality	1,47				published	2022/10/06		
CS1-K087	CS1-K087	000_published_poor-qual	v01	ADDED in v01	00924	HeNj	HeNj_00924	HeNj_00924_GCA_011776415	HeNj_CS1-K087	HeNj_CS1-K087_p	HeNj__CS1-K087_		HeNjord	GCA_011776415.1_ASM1177641v1			75,7	15,18	low_quality	-0,2				published	2022/10/06		
YT_026	YT_026	000_published_poor-qual	v01	ADDED in v01	00925	Thor	Thor_00925	Thor_00925_GCA_016840225	Thor_YT_026	Thor_YT_026_p	Thor__YT_026_		Thor	GCA_016840225.1_ASM1684022v1			74,3	10,82	low_quality	20,2				published	2022/10/06		
MAG56	MAG56	000_published_poor-qual	v01	ADDED in v01	00926	Thor	Thor_00926	Thor_00926_GCA_014859815	Thor_MAG56	Thor_MAG56_p	Thor__MAG56_		Thor	GCA_014859815.1_ASM1485981v1			72,68	13,77	low_quality	3,83				published	2022/10/06		
YT5_027	YT5_027	000_published_poor-qual	v01	ADDED in v01	00927	Thor	Thor_00927	Thor_00927_GCA_016839715	Thor_YT5_027	Thor_YT5_027_p	Thor__YT5_027_		Thor	GCA_016839715.1_ASM1683971v1			70,64	11,99	low_quality	10,69				published	2022/10/06		
CR1122_bin_77	CR1122_bin_77	00_published	v03	ADDED in v03	00928	Loki	Loki_00928	Loki_00928_GCA_019056735	Loki_CR1122_bin_77	Loki_CR1122_bin_77_p	Loki__CR1122_bin_77_		Loki	GCA_019056735.1_ASM1905673v1			66,98	2,34	medium_quality	55,28				published	2022/10/06		
bin33	bin33	00_published	v03	ADDED in v03	00929	Loki	Loki_00929	Loki_00929_GCA_019894755	Loki_bin33	Loki_bin33_p	Loki__bin33_		Loki	GCA_019894755.1_ASM1989475v1			65,42	2,4	medium_quality	53,42				published	2022/10/06		
MAG_14	MAG_14	00_published	v03	ADDED in v03	00930	Loki	Loki_00930	Loki_00930_GCA_019057415	Loki_MAG_14	Loki_MAG_14_p	Loki__MAG_14_		Loki	GCA_019057415.1_ASM1905741v1			64,33	4,21	medium_quality	43,28				published	2022/10/06		
MAG_31	MAG_31	00_published	v03	ADDED in v03	00931	Thor	Thor_00931	Thor_00931_GCA_019057455	Thor_MAG_31	Thor_MAG_31_p	Thor__MAG_31_		Thor	GCA_019057455.1_ASM1905745v1			61,45	1,87	medium_quality	52,1				published	2022/10/06		
B16_G1	B16_G1	00_published	v03	ADDED in v03	00932	Gefi	Gefi_00932	Gefi_00932_GCA_003662835	Gefi_B16_G1	Gefi_B16_G1_p	Gefi__B16_G1_		Gefion	GCA_003662835.1_ASM366283v1			59,51	5,61	medium_quality	31,46				published	2022/10/06		
bin21	bin21	00_published	v03	ADDED in v03	00933	Loki	Loki_00933	Loki_00933_GCA_019894655	Loki_bin21	Loki_bin21_p	Loki__bin21_		Loki	GCA_019894655.1_ASM1989465v1			58,21	1,4	medium_quality	51,21				published	2022/10/06		
MAG_19	MAG_19	00_published	v03	ADDED in v03	00934	Thor	Thor_00934	Thor_00934_GCA_019057535	Thor_MAG_19	Thor_MAG_19_p	Thor__MAG_19_		Thor	GCA_019057535.1_ASM1905753v1			52,35	0,22	medium_quality	51,25				published	2022/10/06		
AUK265	AUK265	00_published	v03	ADDED in v03	00935	Gefi	Gefi_00935	Gefi_00935_GCA_021160805	Gefi_AUK265	Gefi_AUK265_p	Gefi__AUK265_		Gefion	GCA_021160805.1_ASM2116080v1			52,19	0	medium_quality	52,19				published	2022/10/06		
MAG_23	MAG_23	00_published	v03	ADDED in v03	00936	Loki	Loki_00936	Loki_00936_GCA_019057555	Loki_MAG_23	Loki_MAG_23_p	Loki__MAG_23_		Loki	GCA_019057555.1_ASM1905755v1			51,51	1,87	medium_quality	42,16				published	2022/10/06		
MAG_7942	MAG_7942	00_published	v03	ADDED in v03	00937	Thor	Thor_00937	Thor_00937_GCA_019056835	Thor_MAG_7942	Thor_MAG_7942_p	Thor__MAG_7942_		Thor	GCA_019056835.1_ASM1905683v1			50	0	medium_quality	50				published	2022/10/06		
TEKIR_5S	TEKIR_5S	000_published_poor-qual	v01	ADDED in v01	00938	Loki	Loki_00938	Loki_00938_GCA_004524355	Loki_TEKIR_5S	Loki_TEKIR_5S_p	Loki__TEKIR_5S_		Loki	GCA_004524355.1_ASM452435v1			49,07	1,87	low_quality	39,72				published	2022/10/06		
AMARA_5	AMARA_5	000_published_poor-qual	v01	ADDED in v01	00939	Loki	Loki_00939	Loki_00939_GCA_004524705	Loki_AMARA_5	Loki_AMARA_5_p	Loki__AMARA_5_		Loki	GCA_004524705.1_ASM452470v1			48,38	2,65	low_quality	35,13				published	2022/10/06		
HyVt-204	HyVt-204	000_published_poor-qual	v01	ADDED in v01	00940	Thor	Thor_00940	Thor_00940_GCA_011039435	Thor_HyVt-204	Thor_HyVt-204_p	Thor__HyVt-204_		Thor	GCA_011039435.1_ASM1103943v1			46,98	0,07	low_quality	46,63				published	2022/10/06		
LW55_21	LW55_21	000_published_poor-qual	v01	ADDED in v01	00941	Loki	Loki_00941	Loki_00941_GCA_019058335	Loki_LW55_21	Loki_LW55_21_p	Loki__LW55_21_		Loki	GCA_019058335.1_ASM1905833v1			46,81	1,4	low_quality	39,81				published	2022/10/06		
12R2_26	12R2_26	000_published_poor-qual	v01	ADDED in v01	00942	Loki	Loki_00942	Loki_00942_GCA_019058115	Loki_12R2_26	Loki_12R2_26_p	Loki__12R2_26_		Loki	GCA_019058115.1_ASM1905811v1			44,03	0,93	low_quality	39,38				published	2022/10/06		
TEKIR_15	TEKIR_15	000_published_poor-qual	v01	ADDED in v01	00943	Loki	Loki_00943	Loki_00943_GCA_004524325	Loki_TEKIR_15	Loki_TEKIR_15_p	Loki__TEKIR_15_		Loki	GCA_004524325.1_ASM452432v1			38,68	0	low_quality	38,68				published	2022/10/06		
das_tool.concoct.64	das_tool.concoct.64	000_published_poor-qual	v01	ADDED in v01	00944	Loki	Loki_00944	Loki_00944_GCA_004526085	Loki_das_tool_concoct_64	Loki_das_tool_concoct_64_p	Loki__das_toolconcoct64_		Loki	GCA_004526085.1_ASM452608v1			38,21	0,47	low_quality	35,86				published	2022/10/06		
